host	model	dataset	load_dur_sec	ntrain	ntest	datafraction	train_start	train_end	epoch	rel_epoch_start_sec	epoch_dur_sec	loss	acc	val_loss	val_acc	opts	comment
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	10	989.402018	98.136893	0.6862734373474121	0.82348	0.829464080619812	0.7859	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	11	1087.54058	97.999085	0.6697344864273072	0.8323	0.9323817602157592	0.7603	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	12	1185.541362	98.173984	0.6580496505737304	0.83566	0.8236188051223755	0.7962	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	13	1283.716302	98.134141	0.648510795211792	0.84158	0.7725052541732788	0.7984	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.556485	50000	10000	1.0	20180309:082832	20180309:085313	14	1381.851401	98.560801	0.6369174668884278	0.84426	0.9551783243179321	0.7613	batch_size=32,num_classes=10,checkpoint_epochs=False,data_augmentation=True,subtract_pixel_mean=True,version=1,n=3,epochs=15	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	0	4.239688	97.381369	1.5594522936630248	0.47438	1.7090681690216065	0.4598	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	1	101.623231	93.669366	1.1536187255096435	0.63768	1.3537433280944824	0.5989	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	2	195.293551	93.573759	0.9940356485557557	0.70046	1.0122366494178772	0.7001	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	3	288.86828	93.665056	0.8998298651313782	0.73984	1.2046689435958862	0.6632	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	4	382.535562	93.709054	0.8504475583267211	0.75888	0.8876727226257324	0.7447	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	5	476.245596	93.672536	0.7969894578170776	0.78068	1.1364796420097352	0.6908	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	6	569.919032	93.611036	0.7637010951423645	0.7943	0.8556351605415344	0.7676	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	7	663.532239	93.721574	0.7372318175888062	0.80688	0.8621786029815673	0.7698	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	8	757.254713	93.751742	0.7170184087371826	0.81226	0.9219069681167602	0.7628	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	9	851.00736	93.710664	0.696109133720398	0.82054	1.0120950685501098	0.7367	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	10	944.720206	93.747342	0.6807826595878601	0.82662	0.7716909967422485	0.7994	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
taurusi2077	resnet32v1	cifar10	4.558023	50000	10000	1.0	20180309:082832	20180309:085205	11	1038.46849	93.634329	0.6718254528999329	0.83196	0.7601999906539917	0.8068	data_augmentation=True,batch_size=32,checkpoint_epochs=False,version=1,num_classes=10,epochs=15,n=3,subtract_pixel_mean=True	k80:1,fs:nfs:singularity:lustre
